source_key,title,authors,publication_year,isbn,publisher,genres,decision,reason,language,subtitle,author_count,duplicate_like_count,review_group
/books/OL22556642M,Integrated design and simulation of chemical processes,Alexandre C. Dimian,2003,9780444829962,Elsevier,,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,FINAL_BATCH_02
/books/OL12830098M,Intertextualitat in Der Ubersetzung,Alexei Laiko,2004,9783631523971,Peter Lang Publishing,Philosophie,REPLACE,Notice hors corpus EN : langue étrangère manifeste ou édition incompatible avec le classement anglais.,EN,W. Jerofejews Moskva--Petuski in Der Ubersetzung Von N. Spitz--Eine Kritische Analyse (Trans Ud. Arbeiten Zur Theoric Und Praxis Des Ubersetzens Un),1,0,FIRST_PASS_01
/books/OL12674016M,"Private Households & Public Policies in 3Rd-5Th Century Jewish Palestine (Texts and Studies in Ancient Judaism, 90)",Alexei Sivertsev,2002,9783161477805,Paul Mohr Verlag,Histoire | Politique,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,FINAL_BATCH_02
/books/OL12777251M,Advances in Cryptology - EUROCRYPT '94,Alfredo DeSantis,1995,9783540601760,Springer,Technologie,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,"Workshop on the Theory and Application of Cryptographic Techniques, Perugia, Italy, May 9 - 12, 1994. Proceedings (Lecture Notes in Computer Science)",1,0,FIRST_PASS_01
/books/OL10504279M,A Way to Prevent War,Allan L. Benson,2001,9780543925787,Adamant Media Corporation,,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,FINAL_BATCH_02
/books/OL10080954M,America,Allan M. Winkler | Elisabeth Israels Perry | Andrew R. L. Cayton | Linda Reed,2005,9780131281813,Pearson Prentice Hall,,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,Pathways to the Present,4,0,FINAL_BATCH_02
/books/OL10093595M,Elementary Algebra,Allen R. Angel | William Radulovich | Nicholas Belloit,1999,9780137863518,Prentice Hall College Div,,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,3,0,FINAL_BATCH_02
/books/OL10091449M,Front Office Management Simulation,Allisha A. Miller | David K. Hayes,2007,9780136133896,Prentice Hall,,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,Lab Pack,2,0,FINAL_BATCH_02
/books/OL16837086M,Families and their needs,Alvis T. Harthern,1990,9780382128486,Silver Burdett & Ginn,Jeunesse | Sciences sociales,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,FINAL_BATCH_02
/books/OL12660246M,Mediating the Past,Alyssa Lonner,2005,9783039103317,Peter Lang Publishing,,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,"Gustav Freytag, Progress, And German Historical Identity, 1848-1871 (North American Studies in Nineteenth-Century German Literatu)",1,0,FINAL_BATCH_02
/books/OL7520052M,Demon in My View (Laurel-Leaf Books),Amelia Atwater-Rhodes,2001,9780440228844,Laurel Leaf,Fiction,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,DOMINANT_AUTHORS
/books/OL3556426M,Hawksong,Amelia Atwater-Rhodes,2003,9780385730716,Delacorte Press,Fantasy | Fiction,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,DOMINANT_AUTHORS
/books/OL23243582M,In the forests of the night,Amelia Atwater-Rhodes,1999,9780385326742,Delacorte Press,Fiction,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,DOMINANT_AUTHORS
/books/OL23246553M,Midnight predator,Amelia Atwater-Rhodes,2002,9780440237976,Delacorte Press,Fiction,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,DOMINANT_AUTHORS
/books/OL3943066M,Shattered mirror,Amelia Atwater-Rhodes,2001,9780385327930,Delacorte Press,Fiction,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,DOMINANT_AUTHORS
/books/OL3679065M,Snakecharm,Amelia Atwater-Rhodes,2004,9780385730723,Delacorte Press,Fantasy | Fiction,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,DOMINANT_AUTHORS
/books/OL3418600M,Wolfcry,Amelia Atwater-Rhodes,2006,9780385731959,Delacorte Press,Fantasy | Fiction,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,DOMINANT_AUTHORS
/books/OL18337586M,Wyvernhail,Amelia Atwater-Rhodes,2007,9780385734363,Delacorte Press,Fantasy | Fiction,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,DOMINANT_AUTHORS
/books/OL23387986M,Early proceedings of the American philosophical society for the promotion of useful knowledge,American Philosophical Society.,1884,,Press of McCalla & Stavely,Histoire | Philosophie | Sciences,REVIEW,"Notice plausible mais langue, responsabilité bibliographique, édition ou qualité des métadonnées reste à confirmer.",EN,,1,0,FIRST_PASS_01
/books/OL3448376M,Age of fear,Amitav Acharya,2004,9789812103406,Marshall Cavendish Academic,,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,power versus principle in the war on terror,1,0,FINAL_BATCH_02
/books/OL21955368M,The challenge road,Amrit Wilson,1991,9781853830594,Earthscan,Histoire,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,women and the Eritrean revolution.,1,0,FINAL_BATCH_02
/books/OL1103600M,Exploration into Latin America,Ana Maria Machado,1995,9780027180848,New Discovery Books,Histoire | Jeunesse,KEEP_TRANSLATION,Édition/traduction anglaise identifiable d’une œuvre ou d’un auteur non anglophone.,EN,,1,0,FINAL_BATCH_02
/books/OL11267307M,From Another World,Ana Maria Machado,2005,9780888995971,Groundwood Books,Fiction | Histoire | Science-fiction,KEEP_TRANSLATION,Édition/traduction anglaise identifiable d’une œuvre ou d’un auteur non anglophone.,EN,,1,0,FINAL_BATCH_02
/books/OL8212153M,Me in the Middle,Ana Maria Machado,2003,9780888994677,Groundwood Books,Fiction | Histoire,KEEP_TRANSLATION,Édition/traduction anglaise identifiable d’une œuvre ou d’un auteur non anglophone.,EN,,1,0,FINAL_BATCH_02
/books/OL824957M,Nina Bonita,Ana Maria Machado,1996,9780916291631,Kane/Miller Book Publishers,Fiction,KEEP_TRANSLATION,Édition/traduction anglaise identifiable d’une œuvre ou d’un auteur non anglophone.,EN,a story,1,0,FINAL_BATCH_02
/books/OL12774628M,Affective Interactions,Ana Paiva,2001,9783540415206,Springer,Technologie,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,Towards a New Generation of Computer Interfaces (Lecture Notes in Computer Science),1,0,FINAL_BATCH_02
/books/OL10512269M,Myths And Legends Of Hindus And Buddhists,Ananda Coomaraswamy | The Sister Nivedita,2007,9780548081563,"Kessinger Publishing, LLC",Sciences sociales,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,2,0,FINAL_BATCH_02
/books/OL12853127M,Origins of the Synagogue,Anders Runesson,2001,9789122019466,Almquiest & Wiksell Intl,Histoire,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,"A Socio-Historical Study (Coniectanea Biblica, New Testament, 37)",1,0,FINAL_BATCH_02
/books/OL12867106M,Leonhard Euler,Andreas K. Heyne,2007,9783764383329,Birkhäuser Basel,Biographie,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,A Man to Be Reckoned with,1,0,FINAL_BATCH_02
/books/OL56937455M,Caprichoso,Andreas Valentin,1999,,A. Valentin,Histoire,REVIEW,"Notice plausible mais langue, responsabilité bibliographique, édition ou qualité des métadonnées reste à confirmer.",EN,a terra é azul,1,0,FINAL_BATCH_02
/books/OL22642902M,All about my neighbourhood,Andrew Burrell,1999,9781841220024,TES,Sciences sociales,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,[activity handbook],1,0,FINAL_BATCH_02
/books/OL15391221M,A week in the woods,Andrew Clements,2003,9780439493000,Scholastic,Fiction,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,DOMINANT_AUTHORS
/books/OL23032760M,Dolores and the big fire,Andrew Clements,2002,9780689829161,Simon & Schuster Books for Young Readers,Jeunesse,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,a true story,1,0,DOMINANT_AUTHORS
/books/OL23270171M,"Jake Drake, bully buster",Andrew Clements,2001,9780689839177,Simon & Schuster Books For Young Readers,Fiction,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,DOMINANT_AUTHORS
/books/OL3954538M,"Jake Drake, teacher's pet",Andrew Clements,2002,9780689838828,Aladdin Paperbacks,Fiction,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,DOMINANT_AUTHORS
/books/OL3391621M,Lunch money,Andrew Clements,2005,9780689866838,Simon & Schuster Books for Young Readers,Fiction,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,DOMINANT_AUTHORS
/books/OL21087003M,The Landry News,Andrew Clements,2000,9780689828683,Aladdin Paperbacks,Fiction,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,DOMINANT_AUTHORS
/books/OL3673888M,The report card,Andrew Clements,2004,9780689845154,Simon & Schuster Books for Young Readers,Fiction,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,DOMINANT_AUTHORS
/books/OL23245611M,The school story,Andrew Clements,2001,9780689825941,Simon & Schuster Books for Young Readers,Fiction,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,DOMINANT_AUTHORS
/books/OL16767942M,Things hoped for,Andrew Clements,2008,9781410405005,Thorndike Press,Fiction | Musique,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,DOMINANT_AUTHORS
/books/OL23246569M,Things not seen,Andrew Clements,2002,9780142400760,Philomel Books,Fiction | Science-fiction,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,DOMINANT_AUTHORS
/books/OL10073573M,Mathematical Connections,Andrew T. Stull | Audrey Frederick Borchardt | Bruce Pollack-Johnson,1999,9780130102348,Prentice Hall College Div,,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,Preliminary Edition,3,0,FINAL_BATCH_02
/books/OL10471422M,Giving Up Was Never an Option,Andrey Walwyn Larmony | Audrey Walwyn Larmony,2000,9780533135080,Vantage Pr,Fiction,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,2,0,FINAL_BATCH_02
/books/OL12830829M,Lesestrategien Und Lesesteuerungs-Strategien Beim Einsatz Literarischer Texte Im Fremdsprachenunterricht,Andrzej Denka,2005,9783631542392,Peter Lang Publishing,,REPLACE,Notice hors corpus EN : langue étrangère manifeste ou édition incompatible avec le classement anglais.,EN,Uberlegungen Aus Relevanztheoretischer Sicht (Posener Beitrage Zur Germanistik),1,0,FIRST_PASS_01
/books/OL15007649M,What's so special about today,Andrzej Krauze,1984,9780340350287,Hodder and Stoughton,,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,FINAL_BATCH_02
/books/OL10095212M,MaterialTool,Andrzej Wroblewski | Surya Vanka,1998,9780139343162,Prentice Hall,Sciences,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,"A Selection Guide of Materials and Processes for Designers, Version 2.0",2,0,FINAL_BATCH_02
/books/OL22239612M,1000 tests psychotechniques corrigés,André Combres,2004,9782850308499,Éditions Lamarre,,REPLACE,Notice hors corpus EN : langue étrangère manifeste ou édition incompatible avec le classement anglais.,EN,,1,0,FINAL_BATCH_02
/books/OL11194117M,Guardians of the North-West Frontier,André Singer,1983,9780705407021,Silver Burdett Press,Voyage,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,FINAL_BATCH_02
/books/OL13160666M,Fly Away Home,Andy MEAD,2004,9789768184412,LMH Publishing Company,,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,FINAL_BATCH_02
/books/OL24779421M,The first part last,Angela Johnson,2003,9780689849220,Simon & Schuster Books for Young Readers,Fiction,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,FIRST_PASS_01
/books/OL7654331M,Textiles of the Wiener Werkstatte,Angela Volker | Ruperta Pichler | Angela Völker,2004,9780500285183,Thames & Hudson,Arts | Histoire,KEEP_TRANSLATION,Édition/traduction anglaise identifiable d’une œuvre ou d’un auteur non anglophone.,EN,1910-1932,3,0,FINAL_BATCH_02
/books/OL12810306M,Tsunami and Nonlinear Waves,Anjan Kundu,2007,9783540712558,Springer,,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,FINAL_BATCH_02
/books/OL7633255M,Bad Boys,Ann Arnett Ferguson,2001,9780472088492,University of Michigan Press,Éducation,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,"Public Schools in the Making of Black Masculinity (Law, Meaning, and Violence)",1,0,FINAL_BATCH_02
/books/OL12845161M,Assessing Climate Change,Ann Henderson-Sellers | Wendy Howe,1997,9789056990671,CRC,,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,Results from the Model Evaluation Consortium for Climate Assessment,2,0,FINAL_BATCH_02
/books/OL43864402M,Anna Bella Geiger,Anna Bella Geiger,2019,9788594932204,Edições SESC São Paulo,Arts,REVIEW,"Notice plausible mais langue, responsabilité bibliographique, édition ou qualité des métadonnées reste à confirmer.",EN,"arte, trabalho e ideal",1,0,SECOND_PASS
/books/OL12855078M,Anthropomorphic Representations in Prehistoric Cyprus,Anna L. Campo,1994,9789170810695,Coronet Books,,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,"A Formal & Symbol Analysis of Figurines, C. 3500-1800 B. C. (Studies in Mediterranean Archaeology and Literature)",1,0,FINAL_BATCH_02
/books/OL12810048M,Logic-Based Program Synthesis and Transformation,Annalisa Bossi,2000,9783540676287,Springer,Technologie,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,"9th International Workshop, LOPSTR'99, Venice, Italy, September 22-24, 1999 Selected Papers (Lecture Notes in Computer Science)",1,0,FINAL_BATCH_02
/books/OL12764709M,Sacred or Neural?,Anne L. C. Runehov,2007,9783525569801,Vandehoeck & Ruprecht,,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,"The Potential of Neuroscience to Explain Religious Experience (Religion, Theologie Und Narturwissenschaft)",1,0,FINAL_BATCH_02
/books/OL12635831M,Louvre,Anne Sefroui,2006,9782866562076,Scala Publishers,Arts,REVIEW,"Notice plausible mais langue, responsabilité bibliographique, édition ou qualité des métadonnées reste à confirmer.",EN,500 Masterpieces,1,0,FINAL_BATCH_02
/books/OL17438420M,The great Trajanic frieze,Anne-Marie Leander Touati,1987,9789170421334,Svenska Institutet i Rom,,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,the study of a monument and of the mechanisms of message transmission in Roman art,1,0,FINAL_BATCH_02
/books/OL18322256M,Ancient sculptures in the Royal Museum,Anne-Marie Leander Touati | Magnus Olausson,1998,9789171005670,Swedish National Art Museums,,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,the Eighteenth-century Collection in Stockholm,2,0,FINAL_BATCH_02
/books/OL12798908M,Augustine's Confessions,Annemare Kotze,2004,9789004139268,Brill Academic Publishers,Histoire,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,"Communicative Purpose and Audience (Supplements to Vigiliae Christianae, V. 71)",1,0,FIRST_PASS_01
/books/OL12804659M,Screen-Based Art.,"Annette W.|SLAGER, Henk BALKEMA",2000,9789042008113,Rodopi Bv Editions,,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,FINAL_BATCH_02
/books/OL10081943M,Engineering Mechanics,Anthony Bedford | Wallace Fowler,2004,9780131529144,Not Avail,,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,Dynamics,2,0,FINAL_BATCH_02
/books/OL12804463M,Operative Chymist.(Clio Medica/The Wellcome Institute Series in the History of Medicine 45),Anthony MORSON,1997,9789042003668,Rodopi Bv Editions,Biographie | Histoire | Sciences,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,FINAL_BATCH_02
/books/OL22837904M,The essential anatomy of Britain,Anthony Terrell Seward Sampson,1992,9780340584422,Hodder & Stoughton,Politique | Économie et entreprise,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,democracy in crisis,1,0,FINAL_BATCH_02
/books/OL12808832M,ARTIFICIAL NEURAL NETWORKS AS SUBSY (IHE Thesis Series),Anthony W Minns,1998,9789054104094,Taylor & Francis,,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,FINAL_BATCH_02
/books/OL12673992M,Death in the Eastern Mediterranean 50 - 600 A.D: The Christianization of the East,Antigone Samellas,2001,9783161476686,Paul Mohr Verlag,,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,An Interpretation (Studien Und Text Zu Antike Und Christentum),1,0,FINAL_BATCH_02
/books/OL22147776M,Klang Raum Licht Zeit,Antje Von Graevenitz | Hans Gercke | Christina Kubisch,2000,9783933257383,Kehrer,Arts,REPLACE,Notice hors corpus EN : langue étrangère manifeste ou édition incompatible avec le classement anglais.,EN,Arbeiten von 1980 bis 2000 = Works from 1980 to 2000,3,0,FINAL_BATCH_02
/books/OL22007893M,El Principito / The Little Prince,Antoine de Saint-Exupéry,1994,9788459912013,Enrique Sainz,Fantasy | Fiction | Philosophie | Théâtre,REVIEW,"Notice plausible mais langue, responsabilité bibliographique, édition ou qualité des métadonnées reste à confirmer.",EN,,1,0,FINAL_BATCH_02
/books/OL141116M,Italian Renaissance intarsia and the conservation of the Gubbio studiolo,Antoine M. Wilmering,1999,9780870999253,Metropolitan Museum of Art,,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,FINAL_BATCH_02
/books/OL38219669M,"Antoine Watteau, 1684-1721",Antoine Watteau | Helmut Börsch-Supan,2007,9783833137433,H.f. ullmann,Arts | Biographie,REVIEW,"Notice plausible mais langue, responsabilité bibliographique, édition ou qualité des métadonnées reste à confirmer.",EN,,2,0,FINAL_BATCH_02
/books/OL11397546M,Domestic Service And the Formation of European Identity,Antoinette Fauve-chamoux,2005,9780820470429,Peter Lang Publishing,Histoire,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,"Understanding the Globalization of Domestic Work, 16th-21st Centuries",1,0,FINAL_BATCH_02
/books/OL15087924M,Antoni Tàpies,Antoni Tàpies,1967,,G. Wittenborn,Arts | Philosophie,REVIEW,"Notice plausible mais langue, responsabilité bibliographique, édition ou qualité des métadonnées reste à confirmer.",EN,"o, L'escarnidor de diademes.",1,0,SECOND_PASS
/books/OL23079049M,The Dragons of Darkness,Antonia Michaelis,2010,9780810940741,Amulet Books,,KEEP_TRANSLATION,Édition/traduction anglaise identifiable d’une œuvre ou d’un auteur non anglophone.,EN,,1,0,FINAL_BATCH_02
/books/OL29668388M,The Secret Room,Antonia Michaelis,2012,9781620877388,Sky Pony,,KEEP_TRANSLATION,Édition/traduction anglaise identifiable d’une œuvre ou d’un auteur non anglophone.,EN,,1,0,FINAL_BATCH_02
/books/OL2382736M,The last portrait of the Duchess of Alba,Antonio Larreta,1988,9780917561429,Adler & Adler,Fiction | Histoire,KEEP_TRANSLATION,Édition/traduction anglaise identifiable d’une œuvre ou d’un auteur non anglophone.,EN,a novel,1,0,FINAL_BATCH_02
/books/OL10168902M,Chemistry,Antony C. Wilbraham | Dennis D. Staley | Edward L. Waterman | Michael S. Matta,2000,9780201684087,Addison-Wesley Pub (Sd),,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,4,0,SECOND_PASS
/books/OL1445486M,Ultramodern,Aracy A. Amaral,1993,9780940979246,National Museum of Women in the Arts,,REVIEW,"Notice plausible mais langue, responsabilité bibliographique, édition ou qualité des métadonnées reste à confirmer.",EN,the art of contemporary Brazil,1,0,FINAL_BATCH_02
/books/OL4298158M,"Science, ideology and development",Archie Mafeje,1978,9789171061348,Scandinavian Institute of African studies,Économie et entreprise,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,three essays on development theory,1,0,FINAL_BATCH_02
/books/OL12917804M,Berlin,Archiv Fur Kunst Und Geschichte (Germany),2000,9783791322995,Prestel Publishing,Histoire,REVIEW,"Notice plausible mais langue, responsabilité bibliographique, édition ou qualité des métadonnées reste à confirmer.",EN,A Century of Change/Die Gesichter Des Jahrhunderts,1,0,FINAL_BATCH_02
/books/OL12703993M,Die Entstehung des modernen Konsums,Ariane Stihler,1998,9783428090723,Duncker & Humblot,Histoire,REPLACE,Notice hors corpus EN : langue étrangère manifeste ou édition incompatible avec le classement anglais.,EN,Darstellung und Erklarungsansatze (Beitrage zur Verhaltensforschung),1,0,FIRST_PASS_01
/books/OL12848271M,THE SOCIUS OF ARCHITECTURE,Arie Graafland,2000,9789064503894,010 Publishers,Philosophie,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,FINAL_BATCH_02
/books/OL12810375M,The Soils of Israel,Arieh Singer,2007,9783540717317,Springer,,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,FINAL_BATCH_02
/books/OL7805374M,Desert Memories,Ariel Dorfman,2004,9780792262404,National Geographic,Voyage,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,Journeys Through the Chilean North (Directions),1,0,FINAL_BATCH_02
/books/OL8789589M,Exorcising Terror,Ariel Dorfman,2002,9781583225424,Open Media,Histoire | Politique,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,The Incredible Unending Trial of Augusto Pinochet,1,0,FINAL_BATCH_02
/books/OL1866803M,Some write to the future,Ariel Dorfman,1991,9780822311300,Duke University Press,,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,essays on contemporary Latin American fiction,1,0,FINAL_BATCH_02
/books/OL18441028M,The empire's old clothes,Ariel Dorfman,1983,9780394527239,Pantheon Books,,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,"what the Lone Ranger, Babar, the Reader's digest, and other false friends do to our minds",1,0,FINAL_BATCH_02
/books/OL29411546M,How to Read Donald Duck,Ariel Dorfmann | Armand Mattelart | Ariel Dorfman | Ariel Dorfman,2019,9780745339788,Pluto Press,Politique,REVIEW,"Notice plausible mais langue, responsabilité bibliographique, édition ou qualité des métadonnées reste à confirmer.",EN,Imperialist Ideology in the Disney Comic,4,0,FINAL_BATCH_02
/books/OL13073737M,No I'm A Stork (Flying Starts) (Flying Starts),Arkas,2006,9789606707094,Cassandra Publishing Corp,,REVIEW,"Notice plausible mais langue, responsabilité bibliographique, édition ou qualité des métadonnées reste à confirmer.",EN,,1,0,FINAL_BATCH_02
/books/OL3720036M,Educação brasileira,Arnaldo Niskier,2001,9788585781828,"Ministério da Cultura, FUNARTE",Histoire | Éducation,REPLACE,Notice hors corpus EN : langue étrangère manifeste ou édition incompatible avec le classement anglais.,EN,500 anos de história,1,0,FINAL_BATCH_02
/books/OL13160355M,The Dilemma of Science,Arnoldo K. Ventura,2003,9789766371395,Ian Randle Publishers,Sciences | Technologie,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,FINAL_BATCH_02
/books/OL12845060M,Measurement Driven Simulation of Complex Engineering Systems,Arnoud Visser,2007,9789056295004,Amsterdam University Press,Histoire | Politique,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,FINAL_BATCH_02
/books/OL12643273M,Art Directors Annual,Art Director's Club Inc,2001,9782880464554,Rotovision,,REVIEW,"Notice plausible mais langue, responsabilité bibliographique, édition ou qualité des métadonnées reste à confirmer.",EN,,1,0,FINAL_BATCH_02
/books/OL17157419M,War and the American presidency,"Arthur M. Schlesinger, Jr.",2005,9780393327694,W.W. Norton,Histoire | Philosophie,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,FINAL_BATCH_02
/books/OL12830789M,Korper(sub)versionen,Artur Pełka,2005,9783631541456,Peter Lang Publishing,Histoire | Théâtre,REPLACE,Notice hors corpus EN : langue étrangère manifeste ou édition incompatible avec le classement anglais.,EN,Zum Korperdiskurs in Theatertexten von Elfriede Jelinek Und Werner Schwab (Giessener Arbeiten zur Neueren Deutschen Literatur und Literaturwissenschaft),1,0,FIRST_PASS_01
/books/OL23677629M,Field notes on democracy,Arundhati Roy,2009,9781608460243,Haymarket Books,Politique,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,listening to grasshoppers,1,0,FINAL_BATCH_02
/books/OL31390136M,Public power in the age of empire,Arundhati Roy,2004,9781583226827,Seven Stories Press,,KEEP_CORE,"Ouvrage anglophone cohérent ; langue, édition et métadonnées compatibles avec le corpus EN.",EN,,1,0,FINAL_BATCH_02
