source_key,title,subtitle,authors,publication_year,isbn,publisher,genres,review_group,decision,reason
/books/OL22448562M,Manuale minimo dell'attore,,Dario Fo,1997,9788806147754,Einaudi,,IT_FINAL_BATCH_02,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.
/books/OL37941434M,David Tremlett,,David Tremlett,2011,9788862080835,Damiani,,IT_FINAL_BATCH_02,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.
/books/OL32354389M,Lo zoo umano,,Desmond Morris,2005,9788804537762,Mondadori,Sciences | Sciences sociales,IT_FINAL_BATCH_02,KEEP_TRANSLATION,Édition ou traduction italienne validée lors de la revue éditoriale IT.
/books/OL1915930M,Antonio Dias,"Malerei : [Ausstellung] 12. März-16. April 1989, Städtisches Museum Mülheim in der Alten Post","Dias, Antonio",1989,9783980202329,Das Museum,Arts | Histoire,IT_FINAL_BATCH_02,REVIEW,"Notice conservée en revue: langue, édition, attribution, doublon ou qualité bibliographique restant à confirmer."
/books/OL22509514M,arti di Bisanzio,secoli 6.-15,Ennio Concina,2002,9788842497721,B. Mondadori,,IT_FINAL_BATCH_02,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.
/books/OL13429814M,L Arsenale Della Repubblica DI Venezia,Tecniche E Istituzioni Dal Medioevo All'ETA Moderna,Ennio Concina,1984,9788843524402,Edizioni Electa,Histoire,IT_FINAL_BATCH_02,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.
/books/OL1771801M,La città degli ebrei,"il ghetto di Venezia, architettura e urbanistica",Ennio Concina,1991,9788831754897,Albrizzi editore,Histoire,IT_FINAL_BATCH_02,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.
/books/OL2267321M,Venezia nell'età moderna,struttura e funzioni,Ennio Concina,1989,9788831751568,Marsilio editore,Histoire,IT_FINAL_BATCH_02,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.
/books/OL19465043M,Ballat di ogni donna,,Erica Jong,,9788845246746,Tascabili Bompiani,Romance,IT_FINAL_BATCH_02,REVIEW,"Notice conservée en revue: langue, édition, attribution, doublon ou qualité bibliographique restant à confirmer."
/books/OL18749950M,Vegetio De larte militare,nela commvne lingva novamente tradotto.,Flavius Vegetius Renatus | Friedhelm R. Müller,1524,,Per Bernardino di Vitale ...,Poésie,IT_FINAL_BATCH_02,KEEP_TRANSLATION,Édition ou traduction italienne validée lors de la revue éditoriale IT.
/books/OL16786040M,"""Tabulae Irnitanae""","municipalità e ""ius Romanorum""",Francesca Lamberti,1993,9788824310239,E. Jovene,Histoire,IT_FINAL_BATCH_02,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.
/books/OL23447227M,Pitture di vasi fittili,,Francesco Inghirami,1835,,"Poligrafia fiesolana , dai torchi dell'autore",,IT_FINAL_BATCH_02,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.
/books/OL14034500M,"Pitture di vasi fittili, esibite dal cav. F. Inghirami per servire di studio alla mitologia ed all storia degli antichi popoli.",,Francesco Inghirami,1835,,Poligrafia Fiesolana,,IT_FINAL_BATCH_02,REVIEW,"Notice conservée en revue: langue, édition, attribution, doublon ou qualité bibliographique restant à confirmer."
/books/OL14034502M,"Pitture di vasi fittili, esibite dal cav. F. Inghirami per servire di studio alla mitologia ed alla storia degli antichi popoli.",,Francesco Inghirami,1835,,Poligrafia Fiesolana,,IT_FINAL_BATCH_02,REVIEW,"Notice conservée en revue: langue, édition, attribution, doublon ou qualité bibliographique restant à confirmer."
/books/OL14032542M,Opuscoli politici,,Francesco Orioli,1851,,Boniardi-Pogliani,Politique,IT_FINAL_BATCH_02,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.
/books/OL24875306M,I Sette salmi penitenziali,,Francesco Saverio Quadrio | Dante Alighieri,1753,,Per Giovanni Gottardi,Poésie,IT_FINAL_BATCH_02,REVIEW,"Notice conservée en revue: langue, édition, attribution, doublon ou qualité bibliographique restant à confirmer."
/books/OL18147032M,Victor Horta,,Franco Borsi,1970,,"Marc Vokaer, Éditeur",,IT_FINAL_BATCH_02,REVIEW,"Notice conservée en revue: langue, édition, attribution, doublon ou qualité bibliographique restant à confirmer."
/books/OL20140192M,Il negoziatore.,,Frederick Forsyth,1989,9788804347606,Mondadori,,IT_FINAL_BATCH_02,KEEP_TRANSLATION,Édition ou traduction italienne validée lors de la revue éditoriale IT.
/books/OL27138573M,I fratelli Karamazov,,Fyodor Dostoyevsky,1994,9788804376316,Mondadori,Fiction | Histoire | Politique,IT_FINAL_BATCH_02,KEEP_TRANSLATION,Édition ou traduction italienne validée lors de la revue éditoriale IT.
/books/OL19736211M,Notizia di un sequestro,,Gabriel García Márquez,1998,9788804454229,,,IT_FINAL_BATCH_02,KEEP_TRANSLATION,Édition ou traduction italienne validée lors de la revue éditoriale IT.
/books/OL61941664M,C. Julii Caesaris Commentarii de bello gallico,Designed as a first Latin reading-book in schools,Gaius Julius Caesar,1879,,"Longmans, Green & co.",Histoire,IT_FINAL_BATCH_02,REVIEW,"Notice conservée en revue: langue, édition, attribution, doublon ou qualité bibliographique restant à confirmer."
/books/OL23305785M,I dialoghi di Galileo Galilei sui massimi sistemi tolemaico e copernicano,volume unico.,Galileo Galilei,1874,,Coi tipi di F. Vigo,Philosophie,IT_FINAL_BATCH_02,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.
/books/OL20358475M,Germaine Richier,,Germaine Richier,1966,,Fabbri,Arts | Philosophie,IT_FINAL_BATCH_02,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.
/books/OL13435537M,La Sacrestia del Santo E Il Suo Tesoro Nell'inventario del 1396,Artigianati D'Arte Al Tempo Dei Carraresi,Giovanna Baldissin Molli,2002,9788887243741,Il Prato,Arts | Histoire,IT_FINAL_BATCH_02,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.
/books/OL13504985M,"Il feticismo primitivo in Italia, e le sue forme di adattamento.",,Giuseppe Bellucci,1907,,Unione Tipografica Cooperativa,,IT_FINAL_BATCH_02,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.
/books/OL6066936M,Tibetan painted scrolls.,,Giuseppe Tucci,1949,,Libreria dello Stato,Histoire,IT_FINAL_BATCH_02,REVIEW,"Notice conservée en revue: langue, édition, attribution, doublon ou qualité bibliographique restant à confirmer."
/books/OL23083343M,Le mura di Adrianopoli,,Guido Cervo,2006,9788838476280,Piemme,Fiction,IT_FINAL_BATCH_03,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.
/books/OL23042421M,Ritorno a casa,romanzo,Hamilton Basso,1955,,Garzanti,Fiction,IT_FINAL_BATCH_03,KEEP_TRANSLATION,Édition ou traduction italienne validée lors de la revue éditoriale IT.
/books/OL14633008M,Pisa,,Igino Benvenuto Supino,1905,,Istituto italiano d'arti grafiche,Arts | Voyage,IT_FINAL_BATCH_03,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.
/books/OL33095174M,"Dell'azione del caso nelle invenzioni, e dell'influsso, degli astri ne' corpi terrestri dissertazioni due",,Jacopo Belgrado,1757,,Nella Stamperia del Seminario. Appresso G. Manfrè,Sciences,IT_FINAL_BATCH_03,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.
/books/OL21684124M,Magritte,la storia centrale,Jacques Dopagne,2001,9788881188949,Skira,,IT_FINAL_BATCH_03,KEEP_TRANSLATION,Édition ou traduction italienne validée lors de la revue éditoriale IT.
/books/OL3526012M,Ensor,"dipinti, disegni, incisioni.",James Ensor,1981,,Electa,Biographie,IT_FINAL_BATCH_03,KEEP_TRANSLATION,Édition ou traduction italienne validée lors de la revue éditoriale IT.
/books/OL13771463M,James Ensor,,Joachim Heusinger von Waldegg | Rudolf Schmitz | Xavier Tricot | James Ensor,1966,,Fratelli Fabbri Editori,Arts | Biographie,IT_FINAL_BATCH_03,KEEP_TRANSLATION,Édition ou traduction italienne validée lors de la revue éditoriale IT.
/books/OL17209185M,I vigili del fuoco,,Joanne Barkan,1990,9780859536462,Child's Play,Fiction,IT_FINAL_BATCH_03,REVIEW,"Notice conservée en revue: langue, édition, attribution, doublon ou qualité bibliographique restant à confirmer."
/books/OL25254908M,Milagro,o la guerra del campo di fagioli,John Treadwell Nichols,1988,,Euroclub,Fiction,IT_FINAL_BATCH_03,REVIEW,"Notice conservée en revue: langue, édition, attribution, doublon ou qualité bibliographique restant à confirmer."
/books/OL45687309M,Ombre bruciate,,Kamila Shamsie,2010,9788862200356,Ponte alle Grazie,Fiction | Histoire,IT_FINAL_BATCH_03,KEEP_TRANSLATION,Édition ou traduction italienne validée lors de la revue éditoriale IT.
/books/OL61038323M,Candido,"ovvero, Un sogno fatto in Sicilia",Leonardo Sciascia,2005,9788845919619,Adelphi,,IT_FINAL_BATCH_03,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.
/books/OL20944428M,One way or another,,Leonardo Sciascia,1977,9780060138042,Harper & Row,Fiction,IT_FINAL_BATCH_03,REPLACE,"Notice à remplacer: édition étrangère, classement linguistique inadéquat ou qualité bibliographique insuffisante pour le socle IT."
/books/OL18450183M,Boccaccio in Francia nel Cinquecento,,Lionello Sozzi,1971,9782051017022,Slatkine,,IT_FINAL_BATCH_03,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.
/books/OL15570283M,Dafni e Cloe,,Longus,2005,9788817006095,RCS,Fiction,IT_FINAL_BATCH_03,KEEP_TRANSLATION,Édition ou traduction italienne validée lors de la revue éditoriale IT.
/books/OL20094983M,Il cammino di madonna Oretta,studi di letteratura italiana dal Due al Novecento,Luca Badini Confalonieri,2004,9788876947476,Edizioni dell'Orso,,IT_FINAL_BATCH_03,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.
/books/OL6742910M,L' umorismo,saggio,Luigi Pirandello,1920,,L. Battistelli,,IT_FINAL_BATCH_03,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.
/books/OL24433301M,L'Esclusa,romanzo,Luigi Pirandello,1919,,Treves,,IT_FINAL_BATCH_03,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.
/books/OL18671520M,"Uno, nessuno e centomila",,Luigi Pirandello,1994,9788809204676,Giunti,Fiction,IT_FINAL_BATCH_03,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.
/books/OL57376857M,"Alexis, o, Il trattato della lotta vana",romanzo,Marguerite Yourcenar,1983,9788807050022,Feltrinelli,Fiction,IT_FINAL_BATCH_03,KEEP_TRANSLATION,Édition ou traduction italienne validée lors de la revue éditoriale IT.
/books/OL13430753M,Tigri e teoremi,Scrivere teatro e scienza (I blu),Maria Rosa Menzio,2007,9788847006416,Springer,Sciences | Éducation,IT_FINAL_BATCH_03,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.
/books/OL13430476M,"La Biennale Di Venezia, Documenta Di Kassel","Esposizione, Vendita, Pubblicizzazione Dell'arte Contemporanea",Marilena Vecco,2002,9788846434609,F. Angeli,Arts | Histoire,IT_FINAL_BATCH_03,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.
/books/OL33162833M,Estetica,lezioni sul bello,Mario Pilo,1921,,U. Hoepli,Arts,IT_FINAL_BATCH_03,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.
/books/OL19177853M,Capolavori della pittura italiana,'800 e '900 nelle collezioni della Galleria nazionale d'arte moderna,Mario Ursino,1999,9788879930772,Viviani,,IT_FINAL_BATCH_03,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.
/books/OL20090890M,Uomini,,Marisa Volpi,2004,9788804520634,Mondadori,Biographie,IT_FINAL_BATCH_03,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.
/books/OL4671855M,Defensor pacis,,Marsilius of Padua,1976,,Minerva italica,Histoire | Politique,IT_FINAL_BATCH_03,REVIEW,"Notice conservée en revue: langue, édition, attribution, doublon ou qualité bibliographique restant à confirmer."
/books/OL19306105M,Anelli tutti di una sola catena,i santi nei mosaici del Duomo di Monreale : tavole cromolitografiche ...,Massimo Naro,2006,9788890250507,Fondazione Leonardo Sciascia,,IT_FINAL_BATCH_03,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.
/books/OL13430679M,Matematica e cultura in Europa,,Mirella Manaresi,2005,9788847003460,Springer,,IT_FINAL_BATCH_03,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.
/books/OL22603526M,Il mirabile e l'artificio,creature animate e semoventi nel mito e nella tecnica degli antichi,Monica Pugliara,2002,9788882651954,L'Erma di Bretschneider,Arts | Histoire | Technologie,IT_FINAL_BATCH_03,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.
/books/OL20651229M,Occasione d'amore,,Nadine Gordimer,1992,9788807810862,Feltrinelli,Fiction,IT_FINAL_BATCH_04,KEEP_TRANSLATION,Édition ou traduction italienne validée lors de la revue éditoriale IT.
/books/OL37745006M,Un matrimonio benedetto,,Ngũgĩ wa Thiongʼo,2015,9788895166360,Quarup,,IT_FINAL_BATCH_04,KEEP_TRANSLATION,Édition ou traduction italienne validée lors de la revue éditoriale IT.
/books/OL7035430M,Machiavelli,,Niccolò Machiavelli,1905,,Nutt,Fantasy | Fiction | Histoire | Philosophie | Politique,IT_FINAL_BATCH_04,REVIEW,"Notice conservée en revue: langue, édition, attribution, doublon ou qualité bibliographique restant à confirmer."
/books/OL13428105M,Accompagnatrice,,Nina Nikolaevna Berberova,,9788807811180,Feltrinelli,Fiction,IT_FINAL_BATCH_04,KEEP_TRANSLATION,Édition ou traduction italienne validée lors de la revue éditoriale IT.
/books/OL62132049M,Clubspotting 2.0,street & club culture,Paolo Davoli,2000,,Happy Books,,IT_FINAL_BATCH_04,REVIEW,"Notice conservée en revue: langue, édition, attribution, doublon ou qualité bibliographique restant à confirmer."
/books/OL13435783M,La Chiesa Abbaziale Florense di San Giovanni in Fiore,,Pasquale Lopetrone,2002,9788888637099,Edizioni LibrAre,,IT_FINAL_BATCH_04,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.
/books/OL22271319M,Memoria totale.,,Philip K. Dick | Phil Gigante,1996,9788804418825,Mondadori,Science-fiction,IT_FINAL_BATCH_04,KEEP_TRANSLATION,Édition ou traduction italienne validée lors de la revue éditoriale IT.
/books/OL13427558M,Il Menage a Quattro,"Scienza, filosofia, tecnica nella letteratura italiano del Novecento",Pierpaolo Antonello,2005,9788800861113,Le Monnier Universita,Histoire,IT_FINAL_BATCH_04,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.
/books/OL20261980M,"Di Polidoro Virgilio da Vrbino de gli inventori delle cose, libri otto",,Polydore Vergil,1680,,[Par Domenic]o Gromi ...,Histoire,IT_FINAL_BATCH_04,KEEP_TRANSLATION,Édition ou traduction italienne validée lors de la revue éditoriale IT.
/books/OL44525589M,Jean-Michel Basquiat,opere dalla Mugrabi Collection,Richard Marshall | Franklin Sirmans | Glenn O'Brien | Jean Michel Basquiat,2016,9788866483434,24 ore cultura,Arts | Biographie,IT_FINAL_BATCH_04,REVIEW,"Notice conservée en revue: langue, édition, attribution, doublon ou qualité bibliographique restant à confirmer."
/books/OL61523125M,Io sono leggenda,,Richard Matheson,2020,9788804723974,Mondadori,Fiction,IT_FINAL_BATCH_04,KEEP_TRANSLATION,Édition ou traduction italienne validée lors de la revue éditoriale IT.
/books/OL26445408M,Tutti i racconti,,Roald Dahl,2010,9788830430051,Longanesi,Fiction,IT_FINAL_BATCH_04,KEEP_TRANSLATION,Édition ou traduction italienne validée lors de la revue éditoriale IT.
/books/OL19837823M,De re militari,umanesimo e arte della guerra tra medioevo e rinascimento,Roberto Valturio,2006,9788880492795,Guaraldi,,IT_FINAL_BATCH_04,REVIEW,"Notice conservée en revue: langue, édition, attribution, doublon ou qualité bibliographique restant à confirmer."
/books/OL23354487M,Urbano VIII e Galileo Galilei,memorie storiche,Sante Pieralisi,1875,,Tip. Poliglotta della s.c. di Propaganda Fide,Histoire | Philosophie,IT_FINAL_BATCH_04,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.
/books/OL20650311M,La sparizione,,Saul Bellow,1991,9788804353300,Arnoldo Mondadori Editore,Fiction,IT_FINAL_BATCH_04,KEEP_TRANSLATION,Édition ou traduction italienne validée lors de la revue éditoriale IT.
/books/OL19698275M,Apokolokyntosis,la deificazione della zucca,Seneca the Younger,1995,9788809207103,Giunti,Histoire | Philosophie,IT_FINAL_BATCH_04,REVIEW,"Notice conservée en revue: langue, édition, attribution, doublon ou qualité bibliographique restant à confirmer."
/books/OL19319889M,Operette morali.,"Testo latino riveduto, introduzione, traduzione e note a cura di Raffaello Del Re ...",Seneca the Younger,1971,,Zanichelli,Philosophie | Théâtre,IT_FINAL_BATCH_04,REVIEW,"Notice conservée en revue: langue, édition, attribution, doublon ou qualité bibliographique restant à confirmer."
/books/OL18461182M,Questioni naturali,,Seneca the Younger,1989,9788802041797,Unione tipografico-editrice toriness,Sciences,IT_FINAL_BATCH_04,KEEP_TRANSLATION,Édition ou traduction italienne validée lors de la revue éditoriale IT.
/books/OL18227264M,Tieste [di] Seneca.,Con note di Francesco Giancotti.,Seneca the Younger,1969,,G. Giappichelli,Théâtre,IT_FINAL_BATCH_04,KEEP_TRANSLATION,Édition ou traduction italienne validée lors de la revue éditoriale IT.
/books/OL57925000M,Il mondo Sfavillante,,"Shailesh Kori | Margaret Cavendish, Duchess of Newcastle | Ian Randal Strock | Erika Garcia",2022,9788868994693,VandA Edizioni,Fantasy | Histoire | Philosophie | Science-fiction,IT_FINAL_BATCH_04,KEEP_TRANSLATION,Édition ou traduction italienne validée lors de la revue éditoriale IT.
/books/OL13428679M,Parole E Immagini Futuriste,Dalla Collezione Wolfson,Silvia Barisione,2001,9788820214579,Mazzotta,Arts,IT_FINAL_BATCH_04,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.
/books/OL605398M,Alcuni principi di strategia marittima,,Sir Julian Stafford Corbett,1995,,Ufficio storico della marina militare,,IT_FINAL_BATCH_04,KEEP_TRANSLATION,Édition ou traduction italienne validée lors de la revue éditoriale IT.
/books/OL27088255M,Solaris,,Stanisław Lem,2007,9788804567028,Mondadori,Fiction | Science-fiction,IT_FINAL_BATCH_04,KEEP_TRANSLATION,Édition ou traduction italienne validée lors de la revue éditoriale IT.
/books/OL25311040M,Nostra Sorella Carrie,,Theodore Dreiser,1975,,giulio einaudi,Fiction,IT_FINAL_BATCH_04,KEEP_TRANSLATION,Édition ou traduction italienne validée lors de la revue éditoriale IT.
/books/OL56058556M,Le avventure di Mademoiselle de Maupin,,Théophile Gautier,2013,9788867402328,Robin,Fiction | Romance,IT_FINAL_BATCH_04,KEEP_TRANSLATION,Édition ou traduction italienne validée lors de la revue éditoriale IT.
/books/OL14022533M,"Memorie dei più insigni pittori, scultori e architetti domenicani",con aggiunta di alcuni scritti intorno le belle arti del P. L. Vinc. Marchese.,Vincenzo Fortunato Marchese,1845,,Presso A. Parenti,,IT_FINAL_BATCH_04,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.
/books/OL23404474M,Teorica del sovrannaturale,,Vincenzo Gioberti,1970,,CEDAM,,IT_FINAL_BATCH_04,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.
/books/OL22494211M,La pace è allegrezza,l'ordinamento di una città operosa sull'esempio dell'affresco Il buon governo di Ambrogio Lorenzetti da Siena = [Frieden ist Freude : die Ordnung einer geschäftigen Handelsstadt am Beispiel des Freskos Die Gute Regierung des Ambrogio Lorenzetti zu Siena],Vittorio Luisa Beonio-Brocchieri,2002,9788886507745,Il Leccio,,IT_FINAL_BATCH_04,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.
/books/OL7174822M,Contemporary social problems,a course delivered at the University of Padua,Achille Loria,1911,,Swan,Sciences sociales,SECOND_PASS,REPLACE,"Notice à remplacer: édition étrangère, classement linguistique inadéquat ou qualité bibliographique insuffisante pour le socle IT."
/books/OL12980279M,Valentino Aroma,45 Years Of Style At The Museum Of Ara Pacis July 6th October 28th 2007,Anne Gerlinger,2007,9783836501873,Taschen,,SECOND_PASS,REVIEW,"Notice conservée en revue: langue, édition, attribution, doublon ou qualité bibliographique restant à confirmer."
/books/OL13110221M,"Separate Republic, A",Mechanics and Dynamics of Venetian Jewish Self Government 1607-1624,David Malkiel,1991,9789652237651,Magnes P.,Histoire | Politique,SECOND_PASS,REPLACE,"Notice à remplacer: édition étrangère, classement linguistique inadéquat ou qualité bibliographique insuffisante pour le socle IT."
/books/OL3869598M,James Ensor (1860-1949),"acqueforti e disegni della collezione Taevernier : con il patrocinio del Ministero della comunità fiamminga del Belgio e con l'assistenza tecnico-scientifica della Soprintendenza alla Galleria nazionale d'arte moderna e contemporanea di Roma : Palazzo Ancaiani, Spoleto, 27 giugno-12 luglio 1981.",James Ensor,1981,,De Luca,Arts,SECOND_PASS,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.
/books/OL50945373M,"Della Costruzione e Del Regolamento Di una Pubblica Universale Biblioteca, con la Pianta Dimostrativa",,Leopoldo Della Santa,2023,9781021906854,"Creative Media Partners, LLC",,SECOND_PASS,KEEP_CORE,Socle italien validé lors de la revue éditoriale IT.
/books/OL6697702M,Shoot!,"(Si gira) the notebooks of Serafino Gubbio, cinematograph operator",Luigi Pirandello,1926,,E.P. Dutton & company,Fiction,SECOND_PASS,REPLACE,"Notice à remplacer: édition étrangère, classement linguistique inadéquat ou qualité bibliographique insuffisante pour le socle IT."
/books/OL13030873M,Off-Mozart,"Glazbena Kultura I Mali Majstori Srednje Europe 1750-1820, Musical Culture and the Kleinmeister of Central Europe 1750-1820",Vjera Katalinic,1995,9789536090020,Pendragon Pr,Musique,SECOND_PASS,REPLACE,"Notice à remplacer: édition étrangère, classement linguistique inadéquat ou qualité bibliographique insuffisante pour le socle IT."
